id,eventName,title,duration,unit,order,points,prerequisites,content_overview,content_objectives,content_resources,validationType,problems,systemPrompt,createdAt
VUYRDRDyNAhKL7AkL0zh,Disease Detectives,Criteria and Postulates,15 min,Unit 4,10,10,[],This module goes into the different postulates and criteria used to establish if there's a causal relationship between exposures and diseases/outcomes,"[""Bradford Hill Criteria"", ""Koch's Postulates"", ""Evan's Postulates""]","[{""description"": ""gives notes "", ""type"": ""reading"", ""title"": ""Module 10 Doc"", ""url"": ""https://docs.google.com/document/d/19p0ARcCLpbwWEO0ZuSOwAA_gE_xl7jUcKHLNrZ8v_YI/edit?tab=t.0""}]",none,[],,2025-08-07T15:19:39.062000+00:00
VXxakR0BAafviIDttfPR,Dynamic Planet,Module 8 - Waves and Tides,45 min,Unit 3,8,10,[],title ,"[""Understand the characteristics that define a wave"", ""Name and describe the four types of wave breakers"", ""Name and describe the four main types of ocean waves"", ""Understand areas/sections of a wave: surf, fetch, etc."", ""Learn the causes/effects of a tsunami"", ""Understand the mechanism for tidal changes, including solar influence"", ""Acknowledge the existence of tidal currents"", ""Understand the significance of tidal resonances in amplifying tides""]","[{""title"": ""Mod 8"", ""type"": ""reading"", ""description"": ""https://docs.google.com/document/d/1kI2dhRyY6bd_-ECXTRg8wVKJERYV7QrsI9Udm-FnhKg/edit?tab=t.0"", ""url"": ""https://docs.google.com/document/d/1kI2dhRyY6bd_-ECXTRg8wVKJERYV7QrsI9Udm-FnhKg/edit?tab=t.0""}, {""title"": ""Bald guy lecture (optional)"", ""type"": ""video"", ""description"": ""https://www.youtube.com/watch?v=9tTM99InluM&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=13"", ""url"": ""https://www.youtube.com/watch?v=9tTM99InluM&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=13""}]",problems,"[""Name the types of ocean waves and briefly describe each one. "", ""Name and describe the four types of wave breakers."", ""What causes tides? What are Spring and Neap tides?"", ""State the mechanism of tidal resonance that intensifies tides."", ""Given that the length of Bay Simeon is 14 km, what is the distance between two wave crests that will lead to the most intense tides?""]",,2025-07-23T01:21:05.397000+00:00
W4d6S8l4r1X9hs12Q3oC,Remote Sensing,"Intro to LiDAR, RADAR, and Radiometers",50,Types of sensing ,3,20,[],,"[""What is LiDAR and how does it work? "", ""What is waveform and what does it tell us about an area? "", ""What is RADAR, and what is it used for?"", ""How do doppler RADARs work?"", ""How do we read LiDAR and RADAR Maps and what do they respectively tell us about an environment? ""]","[{""description"": ""Covers how LiDARs work as well as the types of LiDARs"", ""type"": ""reading"", ""title"": ""Brief LiDAR overview "", ""url"": ""https://oceanservice.noaa.gov/facts/lidar.html""}, {""description"": ""Discusses how waveforms are created, what they mean, and the different types of waveforms. (You do not need to read the LiDAR file formats section or anything below that)"", ""type"": ""reading"", ""title"": ""LiDAR and waveforms"", ""url"": ""https://www.neonscience.org/resources/learning-hub/tutorials/lidar-basics""}, {""description"": ""Provides a direct comparison between LiDAR and Radar "", ""type"": ""reading"", ""title"": ""LiDAR vs RADAR"", ""url"": ""https://www.yellowscan.com/knowledge/lidar-vs-radar/""}, {""description"": ""Learn how the doppler radar works and produces maps "", ""type"": ""reading"", ""title"": ""Doppler Radar"", ""url"": ""https://www.weather.gov/mkx/using-radar""}, {""description"": ""Learn how radar maps can be interpreted to signal signs of severe weather such as tornados "", ""type"": ""reading"", ""title"": ""Radar interpretation"", ""url"": ""https://www.nssl.noaa.gov/education/svrwx101/tornadoes/detection/""}, {""description"": ""Learn about what a Radiometer is and the theory behind how it functions "", ""type"": ""video"", ""title"": ""Radiometer"", ""url"": ""https://www.youtube.com/watch?v=hr8VF61vVzc""}]",notesUpload,[],,2025-07-28T03:47:37.872000+00:00
WASrK1moHg9ccBHI9XjL,Disease Detectives,Outbreak Investigation Steps,15 min,Unit 2,5,10,[],Knowing how outbreak investigations are conducted is a core part of epidemiology. The chronological order of the steps is good info to add to a cheatsheet. Later modules will go more into depth on some of the topics mentioned in this module.,"[""The 13 steps of an outbreak investigation"", ""Case definitions"", ""Collecting data"", ""Hypotheses""]","[{""description"": ""Amazing resource for outbreak investigation steps. A bit lengthy, but it explains the info well. You may recognize some of the info mentioned, like epidemic curves!\nSome of the topics like types of studies or performing statistics will be expanded on in later modules. "", ""type"": ""reading"", ""title"": ""Principles of Epidemiology Section 2"", ""url"": ""https://archive.cdc.gov/www_cdc_gov/csels/dsepd/ss1978/lesson6/section2.html""}]",notesUpload,[],,2025-07-30T21:33:04.258000+00:00
WzitsY0rH3lGIWRtSCam,Boomilever,Module 2 on Boomi Testing,20 mins,Unit 1,2,100,[],"- Testing procedure
- Score calculations
- Tips on testing","["".""]","[{""description"": ""Slideshow explaining how to test, calculate score."", ""type"": ""reading"", ""title"": ""Slideshow"", ""url"": ""https://docs.google.com/presentation/d/1U6jEROFaqrKL8G6ZG9knMluZat_O7Tij/edit?slide=id.p1#slide=id.p1""}]",problems,"[""https://forms.gle/bMqYXTtwknYHxdL96""]",,2025-07-18T03:36:58.502000+00:00
Y5sniRAEWq9VlqOpoI6K,Engineering CAD,An in-depth guide to sketching,20 minutes,Unit 1,2,10,[],,"[""Understand how to define sketches"", ""Understand how different sketching features to make drawing more realistic""]",[],none,[],,2025-07-21T05:34:53.919000+00:00
YWIWJCEbOx9KZ4FLzwEJ,Dynamic Planet ,Module 1 - Seawater,35 min,Unit 1,1,10,[],"This module includes topics surrounding the density and variations in seawater, the impact of depth on salinity, and the composition and sources of salt.","[""Understand the composition of salt"", ""Understand the sources of salt"", ""Learn the effect of density on salinity"", ""Understand haloclines and pycnoclines""]","[{""description"": ""Use bxsci account"", ""type"": ""reading"", ""title"": ""Mod doc 1"", ""url"": ""https://docs.google.com/document/d/16p-yA7tJEs9Q3JYegYn6MgRxApVZTtTVfrYRy3XqEpQ/edit?tab=t.0""}, {""description"": ""A long video"", ""type"": ""video"", ""title"": ""Bald Guy Lecture"", ""url"": ""https://www.youtube.com/watch?v=i4OB4G6_adI&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=6&pp=iAQB""}]",problems,"[""Which glacier mentioned in this module significantly affected the salinity of its surroundings (no looking back)?"", ""Explain the correlation between rates of evaporation and salinity. How can some places further away from the equator have high salinity?"", ""Describe the trend in salinity as you dive deeper in the ocean."", ""What relationship do the layers based on density, temperature, and salinity have with each other in the ocean?"", ""Why would an influx of freshwater from external sources alter the depth of the halocline? How does the depth change (generally)?"", ""What are the six most abundant ions and where do they come from?"", ""What are some similar and different aspects of properties/composition of pure water and seawater?""]",,2025-07-30T12:43:38.191000+00:00
YplDi7ynjEjMf57y2uXP,Dynamic Planet,Module 6 - Ocean Chemistry,45 min,Unit 2,6,10,[],Finishing this module will help you master everything in life :D,"[""What is residence time"", ""How did our ocean get so salty"", ""Understand the distribution of dissolved gases in our ocean"", ""Understand the significance of various gases to the environment"", ""Ocean and coastal acidification"", ""Algal blooms/eutrophication and its effects""]","[{""title"": ""Mod 6"", ""type"": ""reading"", ""description"": ""https://docs.google.com/document/d/1-k1jLSktY7Ffy2MvSQjNCNaDNY3qO3SRIRzszns0na0/edit?tab=t.0"", ""url"": ""https://docs.google.com/document/d/1-k1jLSktY7Ffy2MvSQjNCNaDNY3qO3SRIRzszns0na0/edit?tab=t.0""}, {""title"": ""Bald guy video (Optional)"", ""type"": ""video"", ""description"": ""https://www.youtube.com/watch?v=6pAmcsTtYGA&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=5"", ""url"": ""https://www.youtube.com/watch?v=6pAmcsTtYGA&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=5""}]",problems,"[""How does residence time affect the abundance of ions in our ocean? How does the ocean stabilize the concentration of ions in seawater?"", ""How does increasing CO2 concentrations correlate with decreasing O2 concentrations, vice-versa?"", ""Describe the three processes that control the distribution of chemicals in our world."", ""If the pH of a bucket of water is 7.1 and the pH of the pool is 8.1, how many times the difference of hydronium ions does one have compared to the other? How about for pH of 1.3 compared to 5.3?"", ""Does increasing carbon dioxide equate to higher or lower pH levels? What happens to the concentration of carbonic acid (H2CO3) and carbonate (CO3) when the pH lowers?"", ""Explain the process of algae blooming in eutrophication. How does this affect marine life relating to CO2 and O2 levels?""]",,2025-07-21T05:40:16.375000+00:00
YvYCiUvxReVhVo4fqS1C,Bungee Drop,Basic Elasticity Cord Calculation ,15 - 30 min,Unit 1,2,10,[],,[],"[{""title"": ""Basic Elasticity Cord Calculation "", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/presentation/d/1kth2T0HsyY5mL-39YlhrbpgGXdSF0Ztj4F7puOIxcbc/edit?slide=id.g33d2d4fb057_0_0#slide=id.g33d2d4fb057_0_0""}]",none,[],,2025-07-21T03:32:01.950000+00:00
ZNrpvxDcYTCoriez9k9m,Helicopter,"Rotor Designs (Pitch, Angle, Symmetry)",8 min,Unit 1,3,10,[],"A deeper dive on how each component of a component (haha) of the helicopter can affect flight of the vessel, and the huge effect that it has.","[""Define and understand rotor pitch (and its effect on lift/speed)"", ""Compare different blade angles and their impact"", ""Identify symmetric vs. asymmetric blades (and the effect on balance)"", ""Understand data from test flights on how to improve rotor designs""]","[{""title"": ""How Rotor Pitches Work (by yours truly)"", ""type"": ""reading"", ""description"": ""Slides!"", ""url"": ""https://docs.google.com/presentation/d/19I1QNhvHKmR8wQVOpl5zrifOTRbrh-7y3JkxREkIF1E/edit?usp=sharing""}]",problems,"[""We build a helicopter that climbs very quickly but drops after about 3 seconds. What are probable causes for this mishap?"", ""What pitch range is ideal for longer flights in our helicopters?"", ""If a helicopter shows a sign of spinning uncontrollably towards the left during our test flight, how could we amend it?""]",,2025-07-23T21:12:53.559000+00:00
ZV5Sh9r7cWX75c11NYhv,Disease Detectives,Case Studies,20 min ,Unit 4,12,15,[],This module takes you through the structure of case studies and what information and skills is commonly tested on in them. ,"[""Case studies "", ""Structure of a case study "", ""Common questions on case studies ""]","[{""description"": ""Gives tips on solving case studies and example case studies "", ""type"": ""reading"", ""title"": ""Module 12 Doc"", ""url"": ""https://docs.google.com/document/d/1uz2BOjagf9mKBuvw0oBoAhYhzFqhSqdt4T6B7En7BQM/edit?tab=t.0""}]",none,[],,2025-08-10T17:08:58.680000+00:00
a2mCGFIkK3heSYLSU4rZ,Disease Detectives,Introduction to Epidemiology,15 min,Unit 1,1,10,[],"Explore the basics of epidemiology, including its history, its types, and outbreaks.","[""Understand the evolution of epidemiology and major advances in healthcare/medicine"", ""Define, identify, and distinguish between different types of epidemiology and outbreaks"", ""Identify level of outbreak based on a given scenario or a map of cases""]","[{""description"": ""Google Doc with notes + some practice questions . Also gives links to excellent overall resources to use to study epidemiology."", ""type"": ""reading"", ""title"": ""Module 1 Doc"", ""url"": ""https://docs.google.com/document/d/1-PsObuQe8zUM5-bd-aImTHRZ3JlsRp1UxwvqaUXZEL0/edit?tab=t.0#heading=h.8mai5bwyanxv""}, {""description"": ""Goes into historical context and origins of epidemiology"", ""type"": ""reading"", ""title"": ""WHO Basic Epidemiology Chapter 1"", ""url"": ""https://iris.who.int/bitstream/handle/10665/43541/9241547073_eng.pdf?sequence=1""}, {""description"": ""Gives details about levels of a disease, epidemic patterns, and how to analyze epidemic curves"", ""type"": ""reading"", ""title"": ""Principles of Epidemiology Section 11: Epidemic Disease Occurence"", ""url"": ""https://archive.cdc.gov/www_cdc_gov/csels/dsepd/ss1978/lesson1/section11.html""}]",problems,"[""List examples of key figures in the development of epidemiology. "", ""What are the differences between the types of outbreak sources?"", ""Analyze an epidemic curve. ""]",,2025-07-17T22:15:21.576000+00:00
alzeWClnENG9K7VxZnE4,Astronomy,Useful notes on variable stars with a guy,90 min,Unit 2,5,10,[],"Regarding the notes upload, just create different sections for each category and takes notes however you'd like :)","[""Understand multiple different types of cepheid variables, including extrinsic/intrinsic, pulsating,  mira, "", ""Understand the importance of cepheid variables, including the characteristics of their periodicity, Type 1 vs Type 2, temperature variation, radial velocity, increasing diameter, and why they vary"", ""Understand the Distance Triad and how to determine the distance of a star (also discussed in the standard candle module)"", ""Understand absolute magnitude and apparent magnitude, as well as their differences"", ""Understand how to compare the brightness of one star to another""]","[{""title"": "" Astronomy - Ch. 24: Variable Stars (1 of 26) Variable Star Types"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/52yafFUO0-o?si=v9yifdnrugqBqYHa""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (2 of 26) Pulsating Variables"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/gKYpcNJdCzM?si=ZE5Bj0PJMO05KuaW""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (3 of 26) Mira Variables"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/yCq6THrAVpU?si=UB0ys86BDbCjmzNW""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (4 of 26) Cepheid Variables: Why so Important?"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/Cmb8iYSyf2g?si=9BciIz0B5skGXM4a""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (5 of 26) Cepheid Variables: Periodicity"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/zjdA482A-5E?si=_s1K0i0EeS_4zQpH""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (6 of 26) Cepheid Variables: Temperature Variation"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/7eMC8Gib3iE?si=bF3SGBnrysuQ0efY""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (7 of 26) Cepheid Variables: Radial Velocity"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/_ZlVn83VK0M?si=o6d7yyUyOZfIzO8C""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (8 of 26) Cepheid Variables: Increasing Diameter"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/G1lA49NJrOw?si=3y9iyN5eF7sPbUho""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (9 of 26) Cepheid Variables: Why Do They Vary?"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/q-szkabhXQQ?si=XwMUbELlIKBa2Or3""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (10 of 26) The Importance of the Cepheid Variables"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/Edswx9OgJO0?si=uxuivunie0szrZe-""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (11 of 26) The Distance Triad"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/_lnjvwtnYhI?si=YH4M5jKH1WUe4QJ-""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (12 of 26) What is \""Absolute Magnitude\""?"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/vL-thx8Ti90?si=fxQamZw8oVmpQBSv""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (13 of 26) Apparent vs Absolute Magnitude"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/g0HnwzWrEt8?si=tDTpMKn-jZGn3rkI""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (14 of 26) How Much Brighter is Rigel than the Sun?"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/ndi8IIfl1CM?si=h8-pRAaoqgHlTtzm""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (15 of 26) How to find distance to a star? Case 1 Rigel"", ""type"": ""video"", ""description"": ""PRACTICE/APPLICATION"", ""url"": ""https://youtu.be/DGWxciuFnnM?si=0U4IvJFSoDEkCB_o""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (16 of 26) How to Calculate Distance to a Star? Case 2 Sirius"", ""type"": ""video"", ""description"": ""PRACTICE/APPLICATION"", ""url"": ""https://youtu.be/y1W33KYpQSw?si=osw-D1s_n_-ZIP6P""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (17 of 26) What is the Absolute Magnitude of Rigel? Case 1"", ""type"": ""video"", ""description"": ""PRACTICE/APPLICATION"", ""url"": ""https://youtu.be/s0h4AqbU3hM?si=NzY8WaFsGtvnW5el""}, {""title"": ""Astronomy - Ch. 24: Variable Stars (18 of 26) What is the Absolute Magnitude of Sirius? Case 2"", ""type"": ""video"", ""description"": ""PRACTICE/APPLICATION"", ""url"": ""https://youtu.be/UMqi1kge4EI?si=J_58XpnlteHIYFfo""}, {""title"": "" Astronomy - Ch. 24: Variable Stars (19 of 26) Cepheid Variable: Type 1 vs Type 2"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/tZnHZ-3_AhQ?si=4bkpRE3TDieklveH""}]",notesUpload,[],,2025-08-07T23:57:53.692000+00:00
cnh5SHCcw5pdNj1BDHEK,Circuit Lab,"Introduction, Terms, Ohm's Law, Series/ Parallel",,Unit 1,1,100,[],"This module introduces the basics of electric circuits, including key terms, Ohm’s Law, and series vs. parallel configurations. Students will learn how electric circuits work, how to use Ohm’s Law, and how to compare the behavior of current, voltage, and resistance in different types of circuits.","[""Define basic circuit terms "", ""Identify key circuit components"", ""Use Ohm\u2019s Law to solve simple problems"", ""Compare series and parallel circuits""]","[{""title"": ""Introduction, Terms, Ohm's Law"", ""type"": ""reading"", ""description"": ""includes exercise questions (show work when necessary) "", ""url"": ""https://docs.google.com/document/d/1w86VGprEpIHNUlytKwUBdkjdVEIa5VLrStgdjV-KXGM/edit?usp=sharing""}, {""title"": ""Intro to Circuits 2: Units"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/9gRF7K3eqhE?si=8rr1eY3oZpopW8iC""}, {""title"": ""Intro to Circuits 3: Circuit Diagrams"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/UP29p50rzEs?si=g61KxGUmbVY4-vDd""}, {""title"": ""Intro to Circuits 5: Ohm's Law"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/I_vEtd6CfXM?si=bsdCwQP__MRMWadP""}, {""title"": ""Intro to Circuits 8: Series and Parallel Circuits"", ""type"": ""video"", ""description"": """", ""url"": ""https://youtu.be/uvOK1CTNkgw?si=L5qxpvjXHrtWPLjh""}, {""title"": ""Ohm's Law Worksheet"", ""type"": ""interactive"", ""description"": """", ""url"": ""https://docs.google.com/document/d/1PSIwBfotOSWED3oQz9S25r4bc2EzyQ2h/edit?usp=sharing&ouid=113845970972021028816&rtpof=true&sd=true""}]",notesUpload,[],,2025-07-20T21:33:07.451000+00:00
dmip6eAV7g6NCHjzNGAT,Helicopter,What is Helicopter?,10,Event Basics!,1,10,[],A little site providing an overview of the basics of the event!,"[""Event rules and scoring"", ""Components of a successful build"", ""Design constraints and rules""]","[{""description"": """", ""type"": ""reading"", ""title"": ""Kelesli Classroom Heli Overview"", ""url"": ""https://sites.google.com/site/kelesliclassroom/science-olympiad/helicopters""}]",notesUpload,[],give a small quiz to the reader on the topic of what they just read,2025-07-19T05:11:31.173000+00:00
ds0AtjSh8nPpwrw5cqXu,Anatomy and Physiology,Nervous Tissue,30 min ,Unit 1- Nervous System,2,15,[],"This module goes over nervous tissue, including glial cells and nerves. ","[""Neuron Anatomy"", ""Classifying Neurons"", ""Types of Glial Cells"", ""Myelin Sheaths""]","[{""title"": ""12.2 Nervous Tissue Openstax"", ""type"": ""reading"", ""description"": ""Gives comprehensive notes"", ""url"": ""https://openstax.org/books/anatomy-and-physiology-2e/pages/12-2-nervous-tissue""}, {""title"": ""Crash Course- The Nervous System Part 1"", ""type"": ""video"", ""description"": ""Helpful video to visualize info. The first 3 minutes can act as a refresher from the first learning module, as they go over the differences between the CNS and PNS."", ""url"": ""https://www.youtube.com/watch?v=qPix_X-9t7E""}, {""title"": ""Module #2: Nervous System Cells "", ""type"": ""reading"", ""description"": ""Some notes that cover the basic structure of neurons, glial cells, and types of glial cells "", ""url"": ""https://docs.google.com/document/d/1QkWMHHXXqP-Z19wUvXgpu7QEK8llIw8mDqVEvNkhjg0/edit?usp=sharing""}]",problems,"[""What is the difference between neurons and glial cells?"", ""What is the difference between oligodendrocytes and Schwann cells? Are they part of CNS or PNS?"", ""Label a diagram of a neuron""]",,2025-07-20T21:05:26.204000+00:00
eN1DOM9XF2v1244SuR5C,Astronomy,Super-Earths,40 min,Unit 2,6,20,[],"Goes into the definition of super-earths, history and discoveries (including first super-earths to be discovered, the first to be found in the habitable zone, others by year), and characteristics (including density and bulk composition, geologic activity, evolution, temperatures, magnetic field, and habitability).","[""Understand the characteristics of super-earths"", ""Understand the importance they have in the realm of astrobiology.""]","[{""title"": ""Super-Earth"", ""type"": ""reading"", ""description"": """", ""url"": ""https://en.wikipedia.org/wiki/Super-Earth""}]",problems,"[""what is the generally accepted mass range that defines a super-Earth? 1) 1-5 Earth masses 2) 1-10 earth masses 3) 5-10 earth masses 4) 10-20 earth masses"", ""which was the first super-Earth discovered around a main-sequence star? 1) Gliese 876 d 2) Kepler-10b 3) 55 Cancri e 4) HD 40307 b"", ""why doesn't our Solar System contain any super-Earths? 1) They never formed in this region of the galaxy 2) The Sun destroyed them through stellar radiation 3) They all collided with each other during formation 4) Jupiter may have prevented inward migration of primordial super-Earths"", ""what discovery method has been most successful in finding super-Earths? 1) Radial velocity method; the spectrograph High Accuracy Radial Velocity Planet Searcher (HARPS) 2) Direct imaging; ground-based telescopes 3) transit photometry; hubble space telescope 4) Direct imaging; ground-based telescopes"", ""what are the potential advantages and disadvantages/challenges of habitability on super-earths compared to earths ___________________________________________________________________________"", ""describe the different composition categories of super-Earths based on their density ___________________________________________________________________________""]",,2025-07-20T01:18:45.871000+00:00
eV8ixERjWOJeD0ujwG3a,Water Quality,Module 2: Wastewater Treatments ,40 min,Unit 1,2,10,[],"Students are expected to gain a solid understanding of wastewater, its impact on ecosystems, and the methods to treat wastewater. ","[""Definition of a Freshwater Ecosystem"", ""Understanding Wastewater and Its Impact on Freshwater Ecosystems"", ""Effects of Wastewater Pollutants"", ""The 4 Main Stages of Wastewater Treatment"", ""Preliminary Treatment"", ""Primary Treatment"", ""Secondary Treatment "", ""Tertiary Treatment""]","[{""title"": ""Module 1 Doc"", ""type"": ""external"", ""description"": """", ""url"": ""https://docs.google.com/document/d/1Z10wM1mnMbf0Q14v1Tjkoaf4TcF5pGPZ7pUFlFo958A/edit?tab=t.0""}]",notesUpload,[],,2025-07-20T22:25:09.863000+00:00
eXOYM7csy83QEdsMrhA4,Astronomy,Exoplanet Detection Methods,15 min,Unit 4,10,8,[],Goes into the different exoplanet detection methods conventionally used to...well...detect exoplanets. Explore the website!,"[""Understand radial velocity and its uses"", ""Comprehend the transit method and its uses"", ""Fathom direct imaging and its uses"", ""Grasp gravitational microlensing and its uses"", ""Understand-because-i-ran-out-of-synonyms astrometry and its uses""]","[{""title"": ""5 Ways to Find a Planet"", ""type"": ""reading"", ""description"": """", ""url"": ""https://exoplanets.nasa.gov/alien-worlds/ways-to-find-a-planet/?intent=021""}]",problems,"[""sum up radial velocity. _____________________________________________________________________________"", ""sum up the transit method. _____________________________________________________________________________"", ""sum up direct imaging. _____________________________________________________________________________"", ""sum up gravitational microlensing. _____________________________________________________________________________"", ""sum up astrometry. _____________________________________________________________________________""]",,2025-07-20T01:35:20.619000+00:00
fJgbSrc6G9HVj1eHiQIh,Codebusters,Aristocrats Part 1,10 min,Unit 1,1,10,[],"Introduces you to the most basic cipher in Codebusters, and some strategies to solve these types of questions","[""Understanding what an aristocrat is"", ""Learning strategies and word patterns to solve aristocrats""]","[{""title"": ""Aristocrats"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/presentation/d/1xKClgJ-iaMRXSbnyu9hr2iUYggv9_M7jYoe7j3JXhvk/edit?slide=id.g4dfce81f19_0_45#slide=id.g4dfce81f19_0_45""}, {""title"": ""Practice"", ""type"": ""interactive"", ""description"": """", ""url"": ""https://cryptograms.puzzlebaron.com/play.php""}]",none,[],,2025-07-20T20:35:45.997000+00:00
fb0u7eVhLWn0WvWRoH97,Materials Science,Metals and Alloys,25 min,Unit 3: Material Classes,7,16,"[""materials_science_01"", ""materials_science_02"", ""materials_science_03"", ""materials_science_04""]",Study the structure and properties of metals and their alloys.,"[""Describe metallic bonding and structure"", ""Understand alloy formation and phase diagrams"", ""Explain strengthening mechanisms"", ""Identify applications of common alloys""]","[{""description"": ""Complete guide to metallic materials"", ""type"": ""reading"", ""title"": ""Metallurgy Fundamentals"", ""url"": ""https://example.com/metallurgy""}]",problems,"[""Explain the difference between metallic and ionic bonding."", ""Describe how alloy formation affects material properties."", ""What are the main strengthening mechanisms in metals?"", ""Identify common applications for steel, aluminum, and titanium alloys.""]",You are a materials science tutor. Help students understand metallic materials and alloy systems.,2025-07-16T00:55:46.196000+00:00
fklcf5OAYZSPUJ0vFRxZ,Materials Science,Ceramics and Glasses,28 min,Unit 3: Material Classes,8,20,"[""materials_science_01"", ""materials_science_02"", ""materials_science_03"", ""materials_science_04""]",Investigate the structure and applications of ceramic and glass materials.,"[""Compare crystalline and amorphous structures"", ""Understand ceramic processing techniques"", ""Explain brittleness in ceramics"", ""Identify high-tech ceramic applications""]","[{""description"": ""Latest research in ceramic materials"", ""type"": ""research"", ""title"": ""Advanced Ceramics Research"", ""url"": ""https://example.com/ceramics-research""}]",notesUpload,[],,2025-07-16T00:55:48.568000+00:00
ip3GbsN3fnXPlUTvf8Dw,Dynamic Planet ,Module 2 - Circulation,40 min,Unit 1,2,10,[],"In this module, you will learn about the influence of deepwater circulation, ekman transport, and the separation between water masses in regulating the movement of water throughout the planet","[""Understand the mechanism behind deep ocean circulation"", ""Understand ocean overturning"", ""Identify and explain water masses"", ""Understand the process of Ekman transport"", ""Understand the significance of Ekman pumping and suction in coastal circulations"", ""Understand geostrophic currents""]","[{""description"": """", ""type"": ""reading"", ""title"": ""Mod doc 2"", ""url"": ""https://docs.google.com/document/d/1JjZzVn7mGgcTweQpUF0W4Vcp4HJreU-FYXy1batYF9E/edit?tab=t.0""}, {""description"": ""Skip the info about the Gulf Stream for now"", ""type"": ""video"", ""title"": ""Bald guy lecture"", ""url"": ""https://www.youtube.com/watch?v=32TQdFJKIlI&list=PLOMMpqItRwQna8TRhb8KHjjD3zoZp-a1j&index=8&pp=iAQB""}]",problems,"[""What are deep water masses and how/where do they form? "", ""How do the causes of downwelling work? Include how winds affect the causes and relate to densities. "", ""Explain why high pressure is always to the right of the direction of flow in the Northern hemisphere, in terms of the Coriolis effect."", ""How does a gust of ocean wind blowing perpendicularly northwards, away from the equator, affect the movement of surface water, assuming it lies on the trajectory of the wind?""]",,2025-07-30T12:49:42.198000+00:00
ipZoQsxSUqT1I4NfD4oK,Forensics,Fingerprints,15 mins,Unit 1,2,10,[],,"[""Learn how to identify fingerprints"", ""Understand many fingerprint identification systems""]","[{""title"": ""Fingerprint Notes"", ""type"": ""reading"", ""description"": """", ""url"": ""https://docs.google.com/document/d/1PqD7EjI4b3qfgRTJHrObcnLBozpshLocob6Oh8Gw3Ug/edit?tab=t.0""}]",none,[],,2025-07-20T20:24:48.611000+00:00
